Capacity,Course Level,Course No,Course Title,Credits,Days Time,Days,Description,Division,End Date,Enroll/Cap,Enrolled,Instructor(s),Location,Program,Section,Semister,Session,Start Date,Year,Times,Term,Title
42,Intermediate Management,SME2021,+/-Intermediate Management ,3.00,TR    11:30AM-12:45PM,TR,"SME2021: Finance3 credit intermediate managementSME finance is designed to develop student understanding of the role of finance in the management of a business venture. Effective financial management, whether performed by the general manager in a small business, or by the finance organization in a large corporation, is necessary if a venture is to succeed and grow. A successful financial manager must have skills, abilities, tools, and a theoretical understanding in many areas, including valuation, financial forecasting, capital budgeting, investor expectations regarding risk and return, the cost of investor supplied capital, and financial strategy. Student skills will be developed in all of these areas in the SME finance stream through readings, lectures, class discussions, exercises, and an analytical project. A successful financial manager must also understand the venture’s economic environment, its products, services, and market position, its operational capabilities, and its organizational behavior characteristics. The SME finance stream will link financial management analysis and decisions to these other critical functional areas, so the student will understand its part in achieving overall success for the venture.Prerequisite: ACC1000 and QTM1000 ",Finance,"Dec 15, 2018",42 of 42,42,"Krigman, Laurie",Tomasso 303,Undergraduate,06, Fall 2018,Full Session,"Aug 30, 2018",2018,11:30AM-12:45PM,Fall,PRINCIPLES OF FINANCE
42,Intermediate Management,SME2021,+/-Intermediate Management ,3.00,TR     1:30PM- 2:45PM,TR,"SME2021: Finance3 credit intermediate managementSME finance is designed to develop student understanding of the role of finance in the management of a business venture. Effective financial management, whether performed by the general manager in a small business, or by the finance organization in a large corporation, is necessary if a venture is to succeed and grow. A successful financial manager must have skills, abilities, tools, and a theoretical understanding in many areas, including valuation, financial forecasting, capital budgeting, investor expectations regarding risk and return, the cost of investor supplied capital, and financial strategy. Student skills will be developed in all of these areas in the SME finance stream through readings, lectures, class discussions, exercises, and an analytical project. A successful financial manager must also understand the venture’s economic environment, its products, services, and market position, its operational capabilities, and its organizational behavior characteristics. The SME finance stream will link financial management analysis and decisions to these other critical functional areas, so the student will understand its part in achieving overall success for the venture.Prerequisite: ACC1000 and QTM1000 ",Finance,"Dec 15, 2018",42 of 42,42,"Hevert, Kathleen T",Tomasso 303,Undergraduate,07, Fall 2018,Full Session,"Aug 30, 2018",2018, 1:30PM- 2:45PM,Fall,PRINCIPLES OF FINANCE
42,Intermediate Management,SME2021,+/-Intermediate Management ,3.00,TR     3:00PM- 4:15PM,TR,"SME2021: Finance3 credit intermediate managementSME finance is designed to develop student understanding of the role of finance in the management of a business venture. Effective financial management, whether performed by the general manager in a small business, or by the finance organization in a large corporation, is necessary if a venture is to succeed and grow. A successful financial manager must have skills, abilities, tools, and a theoretical understanding in many areas, including valuation, financial forecasting, capital budgeting, investor expectations regarding risk and return, the cost of investor supplied capital, and financial strategy. Student skills will be developed in all of these areas in the SME finance stream through readings, lectures, class discussions, exercises, and an analytical project. A successful financial manager must also understand the venture’s economic environment, its products, services, and market position, its operational capabilities, and its organizational behavior characteristics. The SME finance stream will link financial management analysis and decisions to these other critical functional areas, so the student will understand its part in achieving overall success for the venture.Prerequisite: ACC1000 and QTM1000 ",Finance,"Dec 15, 2018",26 of 42,26,"Hevert, Kathleen T",Tomasso 303,Undergraduate,08, Fall 2018,Full Session,"Aug 30, 2018",2018, 3:00PM- 4:15PM,Fall,PRINCIPLES OF FINANCE
38,Intermediate Management,SME2031,+/-Intermediate Management ,3.00,TR     8:00AM- 9:15AM,TR,"SME2031: Microeconomics Intermediate Core (3 credits) Microeconomics examines the decisions made by consumers, firms and governments in allocating scarce resources. Raw materials are not available in infinite quantities; neither are human labor and productive capital.   Managers must deal with real-world constraints in making decisions about production and pricing, while consumers are subject to the constraints of income and prices in satisfying their needs and wants. Governments must set basic rules for an economy, provide certain goods and services, and deal with issues of taxation, income distribution and inequality when determining how a country’s resources will be used and who benefits from those resources.  The Microeconomics curriculum introduces us to the rules and principles that help guide allocation decisions, and focuses particularly on the role of markets. Topics include the interaction of supply and demand in the determination of prices, demand and supply elasticities, rational choice theory, costs and efficient methods of production, market structure, wage determination, game theory for understanding firm interdependence, pricing strategy, and the role of government in correcting externalities and addressing other market failures.  Prerequisites: None",Economics,"Dec 15, 2018",35 of 38,35,"Constantino, Raphael",Tomasso 101,Undergraduate,01, Fall 2018,Full Session,"Aug 30, 2018",2018, 8:00AM- 9:15AM,Fall,PRINCIPLES OF MICROECONOMICS
38,Intermediate Management,SME2031,+/-Intermediate Management ,3.00,TR     9:45AM-11:00AM,TR,"SME2031: Microeconomics Intermediate Core (3 credits) Microeconomics examines the decisions made by consumers, firms and governments in allocating scarce resources. Raw materials are not available in infinite quantities; neither are human labor and productive capital.   Managers must deal with real-world constraints in making decisions about production and pricing, while consumers are subject to the constraints of income and prices in satisfying their needs and wants. Governments must set basic rules for an economy, provide certain goods and services, and deal with issues of taxation, income distribution and inequality when determining how a country’s resources will be used and who benefits from those resources.  The Microeconomics curriculum introduces us to the rules and principles that help guide allocation decisions, and focuses particularly on the role of markets. Topics include the interaction of supply and demand in the determination of prices, demand and supply elasticities, rational choice theory, costs and efficient methods of production, market structure, wage determination, game theory for understanding firm interdependence, pricing strategy, and the role of government in correcting externalities and addressing other market failures.  Prerequisites: None",Economics,"Dec 15, 2018",36 of 38,36,"Constantino, Raphael",Tomasso 101,Undergraduate,02, Fall 2018,Full Session,"Aug 30, 2018",2018, 9:45AM-11:00AM,Fall,PRINCIPLES OF MICROECONOMICS
38,Intermediate Management,SME2031,+/-Intermediate Management ,3.00,TR     3:00PM- 4:15PM,TR,"SME2031: Microeconomics Intermediate Core (3 credits) Microeconomics examines the decisions made by consumers, firms and governments in allocating scarce resources. Raw materials are not available in infinite quantities; neither are human labor and productive capital.   Managers must deal with real-world constraints in making decisions about production and pricing, while consumers are subject to the constraints of income and prices in satisfying their needs and wants. Governments must set basic rules for an economy, provide certain goods and services, and deal with issues of taxation, income distribution and inequality when determining how a country’s resources will be used and who benefits from those resources.  The Microeconomics curriculum introduces us to the rules and principles that help guide allocation decisions, and focuses particularly on the role of markets. Topics include the interaction of supply and demand in the determination of prices, demand and supply elasticities, rational choice theory, costs and efficient methods of production, market structure, wage determination, game theory for understanding firm interdependence, pricing strategy, and the role of government in correcting externalities and addressing other market failures.  Prerequisites: None",Economics,"Dec 15, 2018",11 of 38,11,"Alexander, Barbara",Babson 203,Undergraduate,03, Fall 2018,Full Session,"Aug 30, 2018",2018, 3:00PM- 4:15PM,Fall,PRINCIPLES OF MICROECONOMICS
38,Intermediate Management,SME2031,+/-Intermediate Management ,3.00,MW    11:30AM-12:45PM,MW,"SME2031: Microeconomics Intermediate Core (3 credits) Microeconomics examines the decisions made by consumers, firms and governments in allocating scarce resources. Raw materials are not available in infinite quantities; neither are human labor and productive capital.   Managers must deal with real-world constraints in making decisions about production and pricing, while consumers are subject to the constraints of income and prices in satisfying their needs and wants. Governments must set basic rules for an economy, provide certain goods and services, and deal with issues of taxation, income distribution and inequality when determining how a country’s resources will be used and who benefits from those resources.  The Microeconomics curriculum introduces us to the rules and principles that help guide allocation decisions, and focuses particularly on the role of markets. Topics include the interaction of supply and demand in the determination of prices, demand and supply elasticities, rational choice theory, costs and efficient methods of production, market structure, wage determination, game theory for understanding firm interdependence, pricing strategy, and the role of government in correcting externalities and addressing other market failures.  Prerequisites: None",Economics,"Dec 15, 2018",38 of 38,38,"Staveley-O'Carroll, Josh",Horn Computer Center 153,Undergraduate,04, Fall 2018,Full Session,"Aug 29, 2018",2018,11:30AM-12:45PM,Fall,PRINCIPLES OF MICROECONOMICS
38,Intermediate Management,SME2031,+/-Intermediate Management ,3.00,MW     1:15PM- 2:30PM,MW,"SME2031: Microeconomics Intermediate Core (3 credits) Microeconomics examines the decisions made by consumers, firms and governments in allocating scarce resources. Raw materials are not available in infinite quantities; neither are human labor and productive capital.   Managers must deal with real-world constraints in making decisions about production and pricing, while consumers are subject to the constraints of income and prices in satisfying their needs and wants. Governments must set basic rules for an economy, provide certain goods and services, and deal with issues of taxation, income distribution and inequality when determining how a country’s resources will be used and who benefits from those resources.  The Microeconomics curriculum introduces us to the rules and principles that help guide allocation decisions, and focuses particularly on the role of markets. Topics include the interaction of supply and demand in the determination of prices, demand and supply elasticities, rational choice theory, costs and efficient methods of production, market structure, wage determination, game theory for understanding firm interdependence, pricing strategy, and the role of government in correcting externalities and addressing other market failures.  Prerequisites: None",Economics,"Dec 15, 2018",37 of 38,37,"Alexander, Barbara",Horn Computer Center 154,Undergraduate,05, Fall 2018,Full Session,"Aug 29, 2018",2018, 1:15PM- 2:30PM,Fall,PRINCIPLES OF MICROECONOMICS
38,Intermediate Management,SME2031,+/-Intermediate Management ,3.00,MW     3:00PM- 4:15PM,MW,"SME2031: Microeconomics Intermediate Core (3 credits) Microeconomics examines the decisions made by consumers, firms and governments in allocating scarce resources. Raw materials are not available in infinite quantities; neither are human labor and productive capital.   Managers must deal with real-world constraints in making decisions about production and pricing, while consumers are subject to the constraints of income and prices in satisfying their needs and wants. Governments must set basic rules for an economy, provide certain goods and services, and deal with issues of taxation, income distribution and inequality when determining how a country’s resources will be used and who benefits from those resources.  The Microeconomics curriculum introduces us to the rules and principles that help guide allocation decisions, and focuses particularly on the role of markets. Topics include the interaction of supply and demand in the determination of prices, demand and supply elasticities, rational choice theory, costs and efficient methods of production, market structure, wage determination, game theory for understanding firm interdependence, pricing strategy, and the role of government in correcting externalities and addressing other market failures.  Prerequisites: None",Economics,"Dec 15, 2018",37 of 38,37,"Alexander, Barbara",Horn Computer Center 159,Undergraduate,06, Fall 2018,Full Session,"Aug 29, 2018",2018, 3:00PM- 4:15PM,Fall,PRINCIPLES OF MICROECONOMICS
38,Intermediate Management,SME2031,+/-Intermediate Management ,3.00,MW     8:00AM- 9:15AM,MW,"SME2031: Microeconomics Intermediate Core (3 credits) Microeconomics examines the decisions made by consumers, firms and governments in allocating scarce resources. Raw materials are not available in infinite quantities; neither are human labor and productive capital.   Managers must deal with real-world constraints in making decisions about production and pricing, while consumers are subject to the constraints of income and prices in satisfying their needs and wants. Governments must set basic rules for an economy, provide certain goods and services, and deal with issues of taxation, income distribution and inequality when determining how a country’s resources will be used and who benefits from those resources.  The Microeconomics curriculum introduces us to the rules and principles that help guide allocation decisions, and focuses particularly on the role of markets. Topics include the interaction of supply and demand in the determination of prices, demand and supply elasticities, rational choice theory, costs and efficient methods of production, market structure, wage determination, game theory for understanding firm interdependence, pricing strategy, and the role of government in correcting externalities and addressing other market failures.  Prerequisites: None",Economics,"Dec 15, 2018",38 of 38,38,"Korsak, John",Tomasso 308,Undergraduate,07, Fall 2018,Full Session,"Aug 29, 2018",2018, 8:00AM- 9:15AM,Fall,PRINCIPLES OF MICROECONOMICS
38,Intermediate Management,SME2031,+/-Intermediate Management ,3.00,TR     4:45PM- 6:00PM,TR,"SME2031: Microeconomics Intermediate Core (3 credits) Microeconomics examines the decisions made by consumers, firms and governments in allocating scarce resources. Raw materials are not available in infinite quantities; neither are human labor and productive capital.   Managers must deal with real-world constraints in making decisions about production and pricing, while consumers are subject to the constraints of income and prices in satisfying their needs and wants. Governments must set basic rules for an economy, provide certain goods and services, and deal with issues of taxation, income distribution and inequality when determining how a country’s resources will be used and who benefits from those resources.  The Microeconomics curriculum introduces us to the rules and principles that help guide allocation decisions, and focuses particularly on the role of markets. Topics include the interaction of supply and demand in the determination of prices, demand and supply elasticities, rational choice theory, costs and efficient methods of production, market structure, wage determination, game theory for understanding firm interdependence, pricing strategy, and the role of government in correcting externalities and addressing other market failures.  Prerequisites: None",Economics,"Dec 15, 2018",18 of 38,18,"Constantino, Raphael",Malloy 202,Undergraduate,08, Fall 2018,Full Session,"Aug 30, 2018",2018, 4:45PM- 6:00PM,Fall,PRINCIPLES OF MICROECONOMICS
0,Intermediate Management,SME2041,+/-Intermediate Management ,1.00,12:00AM-12:00AM,,SME2041 SME Integration The sophomore management experience includes a 1-credit integrated experience designed to bring together some of the concepts you have already been learning and applying in your management classes at Babson. ,Interdisciplinary,"Dec 15, 2018",46 of 0,46,"Dewire, Dawna T", ,Undergraduate,01, Fall 2018,Full Session,"Aug 29, 2018",2018,12:00AM-12:00AM,Fall,SME INTEGRATION
0,,IND3604,+/-(not specified) ,4.00,,,"Independent research is available for all academic divisions. Registration is manual for students through Registrar’s office. Please contact your Class Dean for registration details.Independent Research provides an opportunity to conduct in-depth research in areas of a student's own specific interest. Students may undertake Independent Research for academic credit with the approval of a student-selected faculty advisor, the appropriate division chair, and the student’s Class Dean. Please note that a student is responsible for recruiting a faculty advisor through his or her own initiative and for obtaining the advisor's prior approval before applying for an independent research project. Authorization for such a project requires submission of a formal proposal written in accordance with standards set forth by the Undergraduate School. Independent Research projects may carry 1,2,3 or 4 credits depending on the scope of the project as approved by the student’s faculty advisor.",Other,"May 17, 2019",1 of 0,1,"Fleischmann, Fritz", ,Undergraduate,01, Spring 2019,Full Session,"Jan 22, 2019",2019,,Spring,INDEPENDENT RESEARCH
20,,SEN1322,+/-(not specified) ,0.00,W      6:30PM- 9:00PM,W,"SEN1322 The Psychology of Social MediaSenior Instructor: Dylan GorenThe average American now spends 2 hours a day on social media. How has this affected our minds and the way we think? Are we addicted or is this simply the future of how we communicate and interact? Explore these questions and more through the unique lens of modern psychology, neuroscience, and philosophy. This course unveils the behavioral techniques that social media exploits in order to quietly maximize the time and attention you give to it every day. As a class, we will evaluate social media as a persuasive technology and determine whether it is ultimately a useful tool or a toxic habit. Is 2 hours a day too much? Bring your mind to find out. Course Schedule:Class 1 – Wednesday, Jan 30Class 2 – Wednesday, Feb 6Class 3 – Wednesday, Feb 13Class 4 – Wednesday, Feb 20Class 5 – Wednesday, Feb 27Class 6/Showcase - Wednesday, March 6 Senior-Led Seminars are free, non-credit courses that are taught by seniors at Babson. Upon successful completion of a seminar, students will receive a grade of non-credit pass (NCP) and the course will appear on your transcript at the end of the semester. ",Other,"May 17, 2019",20 of 20,20,"Reza, Tracey", ,Undergraduate,01, Spring 2019,Full Session,"Jan 23, 2019",2019, 6:30PM- 9:00PM,Spring,THE PSYCHOLOGY OF SOCIAL MEDIA
20,,SEN1323,+/-(not specified) ,0.00,W      6:30PM- 9:00PM,W,"SEN1323 Reaching the Multicultural ConsumerSenior Instructor: Aidan DennisBy 2045, the United States will be “minority white.” Large segments such as Asian-Americans, African-Americans and Hispanic-Americans are already growing both in size and purchasing power, and culturally agnostic marketing will soon no longer be effective. This seminar, Reaching the Multicultural Consumer, will focus on the intersection of culture and business and its effect on traditional marketing strategies. The course, through discussion, guest lecturers, case studies and simulations, will provide students with the opportunity to further understand multicultural consumers and learn how to effectively communicate with them through culture.Course Schedule:Class 1 – Wednesday, Jan 30Class 2 – Wednesday, Feb 6Class 3 – Wednesday, Feb 13Class 4 – Wednesday, Feb 20Class 5 – Wednesday, Feb 27Class 6/Showcase - Wednesday, March 6 Senior-Led Seminars are free, non-credit courses that are taught by seniors at Babson. Upon successful completion of a seminar, students will receive a grade of non-credit pass (NCP) and the course will appear on your transcript at the end of the semester. ",Other,"May 17, 2019",16 of 20,16,"Reza, Tracey", ,Undergraduate,01, Spring 2019,Full Session,"Jan 23, 2019",2019, 6:30PM- 9:00PM,Spring,REACHING THE MULTICULTURAL CONSUMER
20,,SEN1324,+/-(not specified) ,0.00,W      6:30PM- 9:00PM,W,"SEN1324 Restaurant Operations and Innovation 101Senior Instructor: Lydia StetsonRestaurant Operations & Innovation 101 is a chance for students to encounter the challenges of restaurant industry entrepreneurs and gain the frameworks necessary to propose solutions. Seminar students will be introduced to the essential components of the restaurant business: real estate selection, kitchen design, menu planning, staff training, restaurant branding and marketing. Students will also learn about food service business models, including financial templates and hospitality formats. Finally, students will consider how restaurant operations differ depending on cultural context, as well as the ethical and social justice issues the industry navigates. Activities will include case studies, visits from industry professionals, and class trips to Boston restaurant kitchens. Course Schedule:Class 1 – Wednesday, Jan 30Class 2 – Wednesday, Feb 6Class 3 – Wednesday, Feb 13Class 4 – Wednesday, Feb 20Class 5 – Wednesday, Feb 27Class 6/Showcase - Wednesday, March 6 Senior-Led Seminars are free, non-credit courses that are taught by seniors at Babson. Upon successful completion of a seminar, students will receive a grade of non-credit pass (NCP) and the course will appear on your transcript at the end of the semester. ",Other,"May 17, 2019",20 of 20,20,"Reza, Tracey", ,Undergraduate,01, Spring 2019,Full Session,"Jan 23, 2019",2019, 6:30PM- 9:00PM,Spring,RESTAURANT OPERATIONS AND INNOVATION 101
20,,SEN1325,+/-(not specified) ,0.00,W      6:30PM- 9:00PM,W,"SEN1325 The Business of FilmSenior Instructor: Isaiah WilliamsFilm is an inherently entrepreneurial industry, and leaders within the industry must show not only a keen eye for talent, creativity, and opportunity, but also a firm understanding of traditional business functions. This seminar, taught by a student film producer, will explore the practical business models and language of the U.S. film industry all the way from pitching an idea to selling or distributing a film. Through interactive lectures, case studies, and guest speakers, students will dive into the timeline of producing a film, study successful film producers/studios, read script excerpts, understand modern film finance, and explore the competitive industry landscape. Ultimately, the course goal is to provide students with the necessary foundations to begin thinking about film production and/or starting a studio as viable career options.Course Schedule:Class 1 – Wednesday, Jan 30Class 2 – Wednesday, Feb 6Class 3 – Wednesday, Feb 13Class 4 – Wednesday, Feb 20Class 5 – Wednesday, Feb 27Class 6/Showcase - Wednesday, March 6 Senior-Led Seminars are free, non-credit courses that are taught by seniors at Babson. Upon successful completion of a seminar, students will receive a grade of non-credit pass (NCP) and the course will appear on your transcript at the end of the semester. ",Other,"May 17, 2019",18 of 20,18,"Reza, Tracey", ,Undergraduate,01, Spring 2019,Full Session,"Jan 23, 2019",2019, 6:30PM- 9:00PM,Spring,THE BUSINESS OF FILM
20,,SEN1326,+/-(not specified) ,0.00,M      6:30PM- 9:00PM,M,"SEN1326: Fly the Friendly Skies: The Airline Industry from Takeoff to Landing Senior Instructor: Adam KershnerThe airline industry is one of the most widely used and yet least understood business environments. Many of the standards by which businesses are evaluated are forgotten when evaluating airlines, as passengers and analysts alike frequently challenge airlines’ strategies and policies. This course will consider many questions, including, but not limited to: What constitutes airline loyalty? How are airline tickets priced? What are the different business models by which different airlines operate? Grounded in our examination of the airline industry, students will engage in a study of the world of aviation via multiple mediums, such as articles, videos, and case studies. Because this is a seminar, student interest will shape the content of the course. To this end, students will continuously reflect on their own travel experiences and use those experiences to shape where the class discussion travels throughout the course of the semester. Course Schedule:Class 1 – Monday, Jan 28Class 2 – Monday, Feb 4Class 3 – Monday, Feb 11Class 4 – Tuesday, Feb 19 (Babson Monday – Follow Monday class schedule, no Tuesday classes)Class 5 – Monday, Feb 25Class 6/Showcase - Wednesday, March 6 Senior-Led Seminars are free, non-credit courses that are taught by seniors at Babson. Upon successful completion of a seminar, students will receive a grade of non-credit pass (NCP) and the course will appear on your transcript at the end of the semester.",Other,"May 17, 2019",16 of 20,16,"Reza, Tracey", ,Undergraduate,01, Spring 2019,Full Session,"Jan 28, 2019",2019, 6:30PM- 9:00PM,Spring,FLY THE FRIENDLY SKIES
20,Advanced Liberal Arts,AMS4672,+/-Advanced Liberal Arts ,4.00,MW     9:45AM-11:20AM,MW,"AMS 4672Working in America: Labor in the US since 1892                                                               (Advanced Lib Arts)How has blue, white, and pink collar work changed in the U.S. across the past century?  This course focuses on the historical experiences of American workers, beginning with the Massachusetts mills of early industrialization and ending with the global corporations and big box chain stores of the contemporary U.S.  We will study workers' unions, and also look at how workplaces have changed with the liberation movements of women, people of color, and gay and lesbian workers.  We will use histories, autobiographies, films and paintings to look at the impact of industrialization and globalization, and we will conclude the semester with a unit on college students and their role in shaping the new economies of labor.Prerequisites:  3 Intermediate Liberal Arts Courses (CVA, LVA, HSS) This course is periodically offered in the Spring or Fall semesters.",History & Society,"May 17, 2019",20 of 20,20,"Feld, Marjorie", ,Undergraduate,01, Spring 2019,Full Session,"Jan 23, 2019",2019, 9:45AM-11:20AM,Spring,WRKNG IN AMER:LABOR IN THE US SINCE 1892
20,Advanced Liberal Arts,AMS4672,+/-Advanced Liberal Arts ,4.00,MW    11:30AM- 1:05PM,MW,"AMS 4672Working in America: Labor in the US since 1892                                                               (Advanced Lib Arts)How has blue, white, and pink collar work changed in the U.S. across the past century?  This course focuses on the historical experiences of American workers, beginning with the Massachusetts mills of early industrialization and ending with the global corporations and big box chain stores of the contemporary U.S.  We will study workers' unions, and also look at how workplaces have changed with the liberation movements of women, people of color, and gay and lesbian workers.  We will use histories, autobiographies, films and paintings to look at the impact of industrialization and globalization, and we will conclude the semester with a unit on college students and their role in shaping the new economies of labor.Prerequisites:  3 Intermediate Liberal Arts Courses (CVA, LVA, HSS) This course is periodically offered in the Spring or Fall semesters.",History & Society,"May 17, 2019",20 of 20,20,"Feld, Marjorie", ,Undergraduate,02, Spring 2019,Full Session,"Jan 23, 2019",2019,11:30AM- 1:05PM,Spring,WRKNG IN AMER:LABOR IN THE US SINCE 1892
20,Advanced Liberal Arts,ANT4604,+/-Advanced Liberal Arts ,4.00,TR     9:45AM-11:20AM,TR,"ANT4604: Culture and Mental Illness4 Advance Liberal Arts CreditThis course explores both anthropological and psychiatric perspectives on mental health and mental illness, with careful attention to varied constructions of pathology and therapy across human cultures. We begin with comparative questions: are there universal standards of positive mental and emotional functioning? Are there overall commonalities in approaches to psychic and emotional disturbances? After considering the history of ‘madness’ in the West, we consider early anthropological models of culture and mental illness. We next turn to ritualized therapeutic interventions in small scale indigenous societies and consider a range of case studies from around the world. We conclude with a unit on culture and mental health in the United States and the ‘globalization” of American models of the psyche.Prerequisites: 3 intermediate liberal arts (any combination of HSS, LVA, CVA)",History & Society,"May 17, 2019",20 of 20,20,"Walters, Holly", ,Undergraduate,01, Spring 2019,Full Session,"Jan 22, 2019",2019, 9:45AM-11:20AM,Spring,CULTURE AND MENTAL ILLNESS
20,Advanced Liberal Arts,ARB4610,+/-Advanced Liberal Arts ,4.00,TR    11:30AM- 1:05PM,TR,"ARB4610 Elementary Arabic II: Language, Culture and Business4 credit advanced liberal artsThis course is a continuation of Introduction to Arabic 2000 It is intended for students who have successfully completed ARB2200 or its equivalent, or native or heritage speakers who can understand Arabic minimally and produce simple sentences. ARB 4610 is a further study of the Arabic language and Arabic-speaking cultures. It will continue to build Arabic vocabulary, grammar and general communicative competence. It will also stress training in reading and writing short essays, and in enhancing spoken skills necessary for a variety of daily activities. Students will explore the differences between standard Arabic and the dialects used in different regions of the Arab speaking world. As the course progresses, more emphasis will fall on teaching Arabic in business contexts in an interactive and communicative way. This last part of the course will focus on developing students’ abilities in using Arabic in business environments, including commercial, media and financial purposes. Prerequisite: ARB2200",Arts & Humanities,"May 17, 2019",11 of 20,11,"Abdelghany, Louissa", ,Undergraduate,01, Spring 2019,Full Session,"Jan 22, 2019",2019,11:30AM- 1:05PM,Spring,"ARABIC II: LANGUAGE, CULTURE AND BUSINES"
20,Advanced Liberal Arts,ARB4650,+/-Advanced Liberal Arts ,4.00,W      6:30PM- 9:40PM,W,"ARB 4650 Business Arabic4 credit advanced liberal arts This course aims to help students acquire and develop the tools necessary to learn about business in the Arab world from the Arabic media perspective. It introduces students to business vocabularies and helps them practice the four basic language skills of reading, writing, speaking and listening through extensive use of authentic Arabic business-related materials.Students will learn the specialized structure and vocabulary of business Arabic, beginning with the analysis of headlines and telegraphic language and messaging, and continuing into video, radio, film, and web-based content. They will examine authentic and recent media Arabic materials taken from different Arabic newspapers and media sources such as Al-Hayat, Al-Ahram and Al-Jazeera with a view to introducing them to a variety of stylistic features and terminologies pertaining to the conventional and specialized writing of Arabic business writing. The course will be taught in Arabic and English.Prerequisites: ARB 2200 & ARB 4610. This course is open to High Intermediate, Advanced and heritage speakers of Arabic.",Arts & Humanities,"May 17, 2019",10 of 20,10,"Abdelghany, Louissa", ,Undergraduate,01, Spring 2019,Full Session,"Jan 23, 2019",2019, 6:30PM- 9:40PM,Spring,BUSINESS ARABIC
20,Advanced Liberal Arts,CHN4610,+/-Advanced Liberal Arts ,4.00,TR     1:15PM- 2:50PM,TR,"CHN4610Chinese IIAdvanced Liberal ArtsA continuation of the fall semester, an introduction to practical and functional knowledge of modern Mandarin Chinese. Emphasis on developing proficiency in fundamental language skills: listening, speaking, reading and writing, using basic expressions and sentence patterns. Computer programs for pronunciation, listening comprehension, grammar and writing Chinese characters will be used extensively.Prerequisite: CHN1210This course is typically offered Spring semester",Arts & Humanities,"May 17, 2019",21 of 20,21,"Chen-Cristoforo, Miranda", ,Undergraduate,01, Spring 2019,Full Session,"Jan 22, 2019",2019, 1:15PM- 2:50PM,Spring,CHINESE II
42,Advanced Liberal Arts,ECN3615,+/-Advanced Liberal Arts ,4.00,MW     1:15PM- 2:50PM,MW,"ECN 3615 Money, Banking, and the Economy (Advanced Liberal Arts Elective)Central Banks exert a tremendous influence over the economy and financial markets. Anyone interested in investing in or running a business should have a firm grasp on the effects of their policies and a general ability to predict their actions. Moreover, the behavior of central banks has radically changed over the last decade, implementing in practice experimental polices that were largely theoretical previously (e.g. quantitative easing) if not unfathomable (e.g. negative interest rates). In this class, we will focus on how and why central banks implement these polices and adjust interest rates, and how those policies affect the economy. We will also focus heavily on central banks’ interactions with bond markets, stock markets, and foreign exchange markets. In studying these asset markets, we will also discuss general frameworks for thinking about how financial prices are determined, including potential behavioral influences. Prerequisite: ECN 2000. This course is typically offered in the following semesters: Fall, Spring",Economics,"May 17, 2019",27 of 42,27,"Staveley-O'Carroll, Josh", ,Undergraduate,01, Spring 2019,Full Session,"Jan 23, 2019",2019, 1:15PM- 2:50PM,Spring,"MONEY, BANKING & THE ECONOMY"
42,Advanced Liberal Arts,ECN3615,+/-Advanced Liberal Arts ,4.00,TR     3:00PM- 4:35PM,TR,"ECN 3615 Money, Banking, and the Economy (Advanced Liberal Arts Elective)Central Banks exert a tremendous influence over the economy and financial markets. Anyone interested in investing in or running a business should have a firm grasp on the effects of their policies and a general ability to predict their actions. Moreover, the behavior of central banks has radically changed over the last decade, implementing in practice experimental polices that were largely theoretical previously (e.g. quantitative easing) if not unfathomable (e.g. negative interest rates). In this class, we will focus on how and why central banks implement these polices and adjust interest rates, and how those policies affect the economy. We will also focus heavily on central banks’ interactions with bond markets, stock markets, and foreign exchange markets. In studying these asset markets, we will also discuss general frameworks for thinking about how financial prices are determined, including potential behavioral influences. Prerequisite: ECN 2000. This course is typically offered in the following semesters: Fall, Spring",Economics,"May 17, 2019",34 of 42,34,"Stillwagon, Joshua", ,Undergraduate,02, Spring 2019,Full Session,"Jan 22, 2019",2019, 3:00PM- 4:35PM,Spring,"MONEY, BANKING & THE ECONOMY"
33,Advanced Liberal Arts,ECN3620,+/-Advanced Liberal Arts ,4.00,TR     1:15PM- 2:50PM,TR,"ECN3620 Econometrics (Advanced Liberal Arts Elective) This hands-on course is designed to provide students with a comprehensive introduction to the field of Econometrics. The course will be applied in nature and will be directed to undergraduate students that seek to further their understanding of how to use economic and statistical theory to develop economic models and forecast key financial and economic measures of performance while learning to assess the strengths and weaknesses of those models. These techniques can improve corporate financial planning, marketing, sales forecasts, production planning, legal consulting and many other decisions where better predictions in light of uncertainty can reduce costs, raise profits and lead to better decision making. Prerequisite: (SME2031) and (QTM1010) This course is typically offered in the following semesters: Spring",Economics,"May 17, 2019",33 of 33,33,"Gai, Yunwei", ,Undergraduate,01, Spring 2019,Full Session,"Jan 22, 2019",2019, 1:15PM- 2:50PM,Spring,ECONOMETRICS
